,Id,MS SubClass,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,built_in_SF,MS Zoning_score,neighborhood_score,access,location_score
359,1106,20,91.0,10437,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,8,6,1995,1995,0.0,1.0,0.0,0.0,0.0,660.0,4,4,0.0,4,3,0.0,0.0,1696.0,0.0,0.0,413.0,2109.0,1.0,5,0.0,0.0,2113,0,0,2113,1.0,0.0,2,1,2,1,4,7,0.0,1,0.0,1995.0,1.0,3.0,839.0,3,3,0.0,236,46,0,0,0,0,0,8,2008,0.0,350000,4504.0,4,6,0,10
360,2375,20,65.0,7514,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5,7,1967,1975,0.0,1.0,0.0,0.0,0.0,0.0,3,3,0.0,3,3,0.0,1.0,373.0,0.0,108.0,462.0,943.0,1.0,3,0.0,0.0,1387,0,0,1387,1.0,0.0,1,0,3,1,3,6,0.0,1,0.0,1974.0,0.0,1.0,300.0,3,3,0.0,0,0,240,0,0,0,0,9,2006,0.0,145000,2570.0,4,3,0,7
361,1701,60,118.0,13654,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,9,5,2005,2006,0.0,1.0,0.0,0.0,0.0,365.0,4,3,0.0,5,3,0.0,0.0,0.0,0.0,0.0,1704.0,1704.0,1.0,5,0.0,0.0,1722,1036,0,2758,0.0,0.0,2,1,4,1,5,9,0.0,1,0.0,2005.0,1.0,3.0,814.0,3,3,0.0,282,55,0,0,0,0,0,5,2007,0.0,418000,4799.0,4,7,0,11
362,2657,30,48.0,5747,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3,4,1920,1950,0.0,1.0,0.0,0.0,0.0,0.0,3,3,0.0,3,3,0.0,0.0,0.0,0.0,0.0,798.0,798.0,1.0,4,0.0,0.0,840,0,0,840,0.0,0.0,1,0,2,1,2,5,0.0,0,0.0,1938.0,0.0,1.0,250.0,3,2,1.0,112,0,0,0,0,0,0,6,2006,0.0,64000,1750.0,5,1,0,6
363,907,50,55.0,4500,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,5,5,1932,2000,0.0,1.0,0.0,0.0,0.0,0.0,3,3,1.0,3,3,0.0,0.0,182.0,0.0,0.0,611.0,793.0,1.0,5,0.0,0.0,848,672,0,1520,0.0,0.0,1,0,3,1,3,6,0.0,0,0.0,1968.0,0.0,1.0,281.0,3,3,0.0,0,0,56,0,0,0,0,7,2009,0.0,159434,2369.0,6,1,0,7
364,1777,20,91.0,11830,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,8,5,2007,2007,0.0,1.0,0.0,0.0,0.0,164.0,4,3,0.0,4,3,0.0,0.0,1220.0,0.0,0.0,322.0,1542.0,1.0,5,0.0,0.0,1542,0,0,1542,1.0,0.0,2,0,3,1,4,6,0.0,1,0.0,2007.0,0.0,3.0,852.0,3,3,0.0,168,110,0,0,0,0,0,7,2007,0.0,260261,3362.0,4,6,-1,9
365,164,50,71.0,8520,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5,4,1952,1952,0.0,1.0,0.0,0.0,0.0,0.0,3,2,0.0,3,3,0.0,0.0,507.0,0.0,0.0,403.0,910.0,1.0,2,0.0,0.0,910,475,0,1385,0.0,0.0,2,0,4,1,3,6,0.0,0,0.0,2000.0,0.0,2.0,720.0,3,3,0.0,0,0,0,0,0,0,0,6,2010,0.0,166000,2295.0,4,3,-1,6
366,1973,85,66.0,6760,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5,5,1962,1962,0.0,1.0,0.0,0.0,0.0,0.0,3,3,0.0,3,3,1.0,1.0,734.0,0.0,0.0,162.0,896.0,1.0,3,0.0,0.0,936,0,0,936,1.0,0.0,1,0,3,1,3,6,0.0,1,0.0,1962.0,0.0,1.0,288.0,3,3,0.0,24,90,160,0,0,0,0,10,2007,0.0,130000,2106.0,4,3,0,7
367,2857,50,51.0,6191,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5,4,1941,1950,0.0,1.0,0.0,0.0,0.0,0.0,3,3,0.0,2,2,0.0,0.0,384.0,0.0,0.0,440.0,824.0,1.0,3,1.0,0.0,824,464,0,1288,0.0,0.0,1,0,4,1,3,6,0.0,0,0.0,1941.0,0.0,1.0,240.0,3,3,0.0,0,0,0,0,0,0,0,11,2006,0.0,112000,2112.0,4,1,0,5
368,1208,20,80.0,8700,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5,6,1963,1963,0.0,1.0,0.0,0.0,0.0,148.0,3,4,0.0,3,3,0.0,1.0,776.0,0.0,0.0,344.0,1120.0,1.0,4,0.0,0.0,1128,0,0,1128,1.0,0.0,2,0,3,1,3,6,0.0,0,0.0,1963.0,0.0,2.0,525.0,3,3,0.0,192,20,123,0,0,0,0,12,2008,0.0,155000,2583.0,4,3,0,7
369,319,60,92.0,12003,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,8,5,2009,2010,0.0,1.0,0.0,0.0,0.0,84.0,4,3,0.0,5,3,0.0,0.0,0.0,0.0,0.0,774.0,774.0,1.0,5,0.0,0.0,774,1194,0,1968,0.0,0.0,2,1,4,1,5,8,0.0,1,0.0,2009.0,1.0,3.0,680.0,3,3,0.0,0,75,0,0,0,0,0,5,2010,0.0,269500,2817.0,4,5,0,9
370,2567,80,73.38502673796792,12700,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,6,5,1964,1964,0.0,1.0,0.0,0.0,0.0,0.0,3,3,0.0,3,3,0.0,1.0,939.0,0.0,0.0,307.0,1246.0,1.0,3,0.0,0.0,1246,0,0,1246,1.0,0.0,1,0,3,1,3,6,0.0,2,0.0,1964.0,0.0,2.0,441.0,3,3,0.0,0,69,0,0,0,0,0,11,2006,0.0,172000,2561.0,4,3,0,7
371,2222,70,75.0,13125,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,7,6,1940,1984,0.0,1.0,0.0,0.0,0.0,0.0,3,3,0.0,3,3,0.0,0.0,410.0,0.0,0.0,390.0,800.0,1.0,3,0.0,0.0,960,780,0,1740,0.0,0.0,1,1,3,1,3,6,0.0,2,0.0,1940.0,0.0,1.0,240.0,3,3,0.0,0,0,0,0,0,0,0,7,2007,0.0,219500,2540.0,4,5,0,9
372,2493,20,73.38502673796792,8638,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,5,6,1963,1963,0.0,1.0,0.0,0.0,0.0,0.0,3,3,0.0,3,3,0.0,1.0,181.0,0.0,0.0,744.0,925.0,1.0,4,0.0,0.0,925,0,0,925,1.0,0.0,1,0,2,1,3,5,0.0,0,0.0,1990.0,0.0,2.0,484.0,3,3,0.0,203,74,0,0,0,0,0,10,2006,0.0,133500,2127.0,4,3,-1,6
373,1757,80,76.0,9967,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,7,5,2000,2000,0.0,1.0,0.0,0.0,0.0,0.0,3,3,0.0,4,3,0.0,0.0,0.0,0.0,0.0,384.0,384.0,1.0,5,0.0,0.0,774,656,0,1430,0.0,0.0,2,1,3,1,3,8,0.0,1,0.0,2000.0,0.0,2.0,400.0,3,3,0.0,100,0,0,0,0,0,0,12,2007,0.0,170000,1914.0,4,5,0,9
374,184,70,60.0,9600,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,8,9,1900,2003,0.0,1.0,0.0,0.0,0.0,0.0,4,4,1.0,3,3,0.0,0.0,0.0,0.0,0.0,930.0,930.0,0.0,3,1.0,0.0,930,636,0,1566,0.0,0.0,2,0,3,1,4,7,0.0,0,0.0,1930.0,0.0,1.0,288.0,3,3,0.0,54,228,246,0,0,0,0,4,2010,0.0,150000,3024.0,5,1,0,6
375,1248,20,73.38502673796792,12774,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5,5,1953,1953,0.0,1.0,0.0,0.0,0.0,0.0,3,3,0.0,3,3,0.0,0.0,624.0,0.0,128.0,232.0,984.0,0.0,3,1.0,0.0,950,0,0,950,0.0,0.0,1,0,2,1,3,5,0.0,0,0.0,1953.0,0.0,2.0,400.0,3,3,0.0,0,32,0,0,0,0,0,7,2008,0.0,130000,1966.0,4,3,0,7
376,2574,80,70.0,8163,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5,6,1959,1959,0.0,1.0,0.0,0.0,0.0,128.0,3,4,0.0,3,3,1.0,1.0,748.0,0.0,294.0,102.0,1144.0,1.0,3,0.0,0.0,1144,0,0,1144,1.0,0.0,1,0,3,1,3,6,0.0,1,0.0,1959.0,0.0,1.0,796.0,3,3,0.0,86,0,0,0,0,0,0,3,2006,0.0,143000,2374.0,4,3,0,7
377,1215,20,90.0,9900,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5,5,1961,1961,0.0,1.0,0.0,0.0,0.0,0.0,3,4,0.0,3,3,0.0,0.0,0.0,0.0,0.0,1114.0,1114.0,1.0,3,0.0,0.0,1114,0,0,1114,1.0,0.0,1,0,3,1,3,5,0.0,0,0.0,1961.0,0.0,2.0,451.0,3,3,0.0,0,0,0,0,164,0,0,5,2008,1.0,140000,2392.0,4,3,0,7
378,1614,20,95.0,13651,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,7,6,1973,1973,0.0,1.0,0.0,0.0,0.0,1115.0,3,4,0.0,4,3,0.0,1.0,1880.0,0.0,0.0,343.0,2223.0,1.0,5,0.0,0.0,2223,0,0,2223,1.0,0.0,2,0,3,1,3,8,0.0,2,0.0,1973.0,1.0,2.0,516.0,3,3,0.0,300,0,0,0,0,0,0,2,2007,0.0,244000,4746.0,4,3,0,7
379,2039,75,60.0,7200,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5,7,1920,1996,0.0,1.0,0.0,0.0,0.0,0.0,3,3,1.0,3,2,0.0,0.0,0.0,0.0,0.0,530.0,530.0,1.0,3,1.0,0.0,581,530,0,1111,0.0,0.0,1,0,3,1,2,6,0.0,0,0.0,1935.0,0.0,1.0,288.0,3,3,1.0,0,0,144,0,0,0,0,3,2007,0.0,101000,1785.0,5,1,0,6
380,2669,20,65.0,9750,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5,5,1958,1958,0.0,1.0,0.0,0.0,0.0,0.0,3,3,0.0,3,3,0.0,0.0,0.0,0.0,0.0,960.0,960.0,1.0,5,0.0,0.0,960,0,0,960,0.0,0.0,1,0,3,1,3,5,0.0,0,0.0,2002.0,0.0,2.0,624.0,3,3,0.0,0,0,0,0,0,0,4500,7,2006,0.0,125000,1920.0,5,1,0,6
381,1005,60,73.0,11184,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,6,5,1998,1998,0.0,1.0,0.0,0.0,0.0,0.0,3,3,0.0,4,3,0.0,0.0,0.0,0.0,0.0,932.0,932.0,1.0,4,0.0,0.0,932,701,0,1633,0.0,0.0,2,1,3,1,3,7,0.0,1,0.0,1998.0,1.0,2.0,460.0,3,3,0.0,0,39,0,0,0,0,0,4,2008,0.0,183000,2604.0,4,5,0,9
382,753,75,92.0,5520,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,6,6,1912,1950,0.0,1.0,0.0,0.0,0.0,0.0,3,3,0.0,3,3,0.0,0.0,0.0,0.0,0.0,755.0,755.0,1.0,5,0.0,0.0,929,929,371,2229,0.0,0.0,1,0,5,1,3,8,0.0,0,0.0,1978.7077955601446,0.0,0.0,0.0,3,3,0.0,0,198,30,0,0,0,0,7,2009,0.0,104000,3212.0,5,1,0,6
383,1275,45,64.0,6390,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,6,7,1954,1954,0.0,1.0,0.0,0.0,0.0,0.0,3,3,0.0,3,3,0.0,0.0,0.0,0.0,0.0,936.0,936.0,1.0,3,0.0,1.0,984,0,0,984,1.0,0.0,1,0,2,1,3,4,0.0,0,0.0,1954.0,0.0,1.0,280.0,3,3,0.0,0,0,0,0,0,0,0,6,2008,0.0,112500,1920.0,4,3,-1,6
384,2350,20,79.0,10240,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,6,6,1980,1980,0.0,1.0,0.0,0.0,0.0,157.0,3,4,0.0,4,3,0.0,0.0,625.0,0.0,1061.0,0.0,1686.0,1.0,3,0.0,0.0,1686,0,0,1686,1.0,0.0,2,0,3,1,3,7,0.0,1,0.0,1980.0,0.0,2.0,612.0,3,3,0.0,384,131,0,0,0,0,0,5,2006,0.0,207500,3887.0,4,3,0,7
385,2762,20,78.0,9316,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,7,5,2005,2005,0.0,1.0,0.0,0.0,0.0,140.0,4,3,0.0,4,3,0.0,0.0,56.0,0.0,0.0,1558.0,1614.0,1.0,5,0.0,0.0,1614,0,0,1614,0.0,0.0,2,0,3,1,4,7,0.0,1,0.0,2005.0,1.0,2.0,576.0,3,3,0.0,100,45,0,0,0,0,0,3,2006,0.0,225000,3373.0,4,5,0,9
386,2788,20,60.0,7200,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5,8,1972,1972,0.0,1.0,0.0,0.0,0.0,0.0,3,3,0.0,3,3,0.0,0.0,437.0,0.0,0.0,427.0,864.0,1.0,5,0.0,0.0,864,0,0,864,0.0,0.0,1,0,3,1,3,5,0.0,0,0.0,1977.0,0.0,1.0,297.0,3,3,0.0,0,0,0,0,0,0,0,3,2006,0.0,119900,1728.0,4,5,0,9
387,2384,20,108.0,12228,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,7,5,2006,2006,0.0,1.0,0.0,0.0,0.0,206.0,4,3,0.0,5,4,0.0,0.0,0.0,0.0,0.0,1721.0,1721.0,1.0,5,0.0,0.0,1740,0,0,1740,0.0,0.0,2,0,4,1,4,8,0.0,0,0.0,2006.0,0.0,3.0,874.0,3,3,0.0,0,43,0,0,0,0,0,9,2006,0.0,293000,3504.0,4,7,0,11
388,2716,20,78.0,10335,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,5,6,1968,1993,0.0,1.0,0.0,0.0,0.0,0.0,3,3,0.0,3,3,0.0,0.0,570.0,0.0,0.0,891.0,1461.0,1.0,4,0.0,0.0,1721,0,0,1721,0.0,0.0,2,1,3,1,3,7,0.0,1,0.0,1968.0,0.0,2.0,440.0,3,3,0.0,0,96,180,0,0,0,0,7,2006,0.0,180000,3458.0,4,3,0,7
389,313,80,73.38502673796792,12328,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,6,5,1976,1976,0.0,1.0,0.0,0.0,0.0,335.0,3,3,0.0,3,3,1.0,0.0,539.0,0.0,0.0,473.0,1012.0,1.0,3,0.0,0.0,1034,0,0,1034,1.0,0.0,1,0,3,1,3,6,0.0,0,0.0,1976.0,0.0,3.0,888.0,3,3,0.0,0,0,0,0,0,0,0,5,2010,0.0,169900,2046.0,4,3,0,7
390,84,90,68.0,8930,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,6,5,1978,1978,0.0,1.0,0.0,0.0,0.0,0.0,3,3,0.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0.0,0.0,1318,584,0,1902,0.0,0.0,2,0,4,2,3,8,0.0,0,0.0,1978.0,0.0,2.0,539.0,3,3,0.0,0,0,0,0,0,0,0,4,2010,0.0,112000,1902.0,5,3,-1,7
391,81,20,81.0,9672,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,6,5,1984,1985,0.0,1.0,0.0,0.0,0.0,0.0,3,3,0.0,4,3,0.0,0.0,338.0,0.0,0.0,702.0,1040.0,1.0,3,0.0,0.0,1097,0,0,1097,0.0,0.0,2,0,3,1,3,6,0.0,0,0.0,1986.0,0.0,2.0,480.0,3,3,0.0,0,0,0,0,0,0,0,5,2010,0.0,152000,2137.0,4,4,0,8
392,2389,60,120.0,13975,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,9,5,2005,2006,0.0,1.0,0.0,0.0,0.0,525.0,4,3,0.0,4,3,1.0,0.0,0.0,0.0,0.0,1090.0,1090.0,1.0,5,0.0,0.0,1117,1089,0,2206,0.0,0.0,2,1,4,1,5,10,0.0,1,0.0,2005.0,1.0,3.0,670.0,3,3,0.0,148,95,0,0,0,0,0,8,2006,0.0,300000,3539.0,4,7,0,11
393,280,80,94.0,7819,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,6,5,1976,1976,0.0,1.0,0.0,0.0,0.0,0.0,3,3,0.0,3,3,1.0,1.0,422.0,0.0,127.0,480.0,1029.0,1.0,3,0.0,0.0,1117,0,0,1117,1.0,0.0,1,0,3,1,3,6,0.0,1,0.0,1976.0,0.0,2.0,672.0,3,3,0.0,144,0,0,0,0,0,0,3,2010,0.0,107000,2290.0,4,2,0,6
394,190,190,60.0,11340,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4,6,1885,1950,0.0,1.0,0.0,1.0,0.0,0.0,3,3,0.0,3,3,0.0,0.0,0.0,0.0,0.0,777.0,777.0,1.0,4,0.0,0.0,1246,1044,0,2290,0.0,0.0,2,0,4,2,3,11,0.0,0,0.0,1971.0,0.0,2.0,560.0,3,3,1.0,0,0,114,0,0,0,0,4,2010,0.0,122500,3181.0,5,1,0,6
395,2371,160,21.0,1680,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6,5,1972,1972,0.0,1.0,0.0,0.0,0.0,504.0,3,3,0.0,3,3,0.0,1.0,276.0,0.0,0.0,207.0,483.0,1.0,3,0.0,0.0,483,465,0,948,0.0,0.0,1,1,2,1,3,5,0.0,0,0.0,1972.0,0.0,1.0,264.0,3,3,0.0,0,0,0,0,0,0,0,7,2006,0.0,89000,1431.0,5,3,0,8
396,213,50,65.0,6001,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,6,5,1940,1950,0.0,1.0,0.0,0.0,0.0,0.0,3,3,0.0,2,3,0.0,0.0,368.0,0.0,0.0,232.0,600.0,1.0,5,1.0,0.0,600,319,0,919,0.0,0.0,1,0,3,1,3,5,0.0,0,0.0,1940.0,0.0,1.0,231.0,3,3,0.0,0,0,45,0,0,0,0,3,2010,0.0,95000,1564.0,4,1,0,5
397,1864,20,78.0,11700,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,6,6,1968,1968,0.0,1.0,0.0,0.0,0.0,41.0,3,3,0.0,3,3,0.0,0.0,0.0,0.0,0.0,912.0,912.0,1.0,5,0.0,0.0,1152,0,0,1152,1.0,0.0,1,1,3,1,3,7,0.0,0,0.0,1968.0,0.0,2.0,412.0,3,3,0.0,0,126,0,0,0,0,0,9,2007,0.0,143450,2190.0,4,3,-1,6
398,37,60,102.0,12858,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,9,5,2009,2010,0.0,1.0,0.0,0.0,0.0,162.0,5,3,0.0,5,3,0.0,0.0,0.0,0.0,0.0,1590.0,1590.0,1.0,5,0.0,0.0,1627,707,0,2334,0.0,0.0,2,1,3,1,5,10,0.0,1,0.0,2009.0,1.0,3.0,751.0,3,3,0.0,144,133,0,0,0,0,0,1,2010,0.0,376162,4201.0,4,7,0,11
399,146,20,73.0,9300,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5,5,1960,1960,0.0,1.0,0.0,0.0,0.0,324.0,3,3,0.0,3,3,0.0,0.0,697.0,0.0,0.0,571.0,1268.0,1.0,3,0.0,0.0,1264,0,0,1264,1.0,0.0,1,0,3,1,3,6,0.0,2,0.0,1960.0,0.0,2.0,461.0,3,3,0.0,0,0,0,0,143,0,0,4,2010,0.0,167500,2675.0,4,3,-1,6
400,809,90,64.0,7018,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,5,5,1979,1979,0.0,1.0,0.0,0.0,0.0,275.0,3,3,0.0,4,3,1.0,0.0,1086.0,0.0,0.0,0.0,1086.0,1.0,3,0.0,0.0,1224,0,0,1224,2.0,0.0,0,2,2,2,3,6,0.0,2,0.0,1979.0,0.0,2.0,528.0,3,3,0.0,120,0,0,0,0,0,0,6,2009,0.0,153337,2430.0,4,4,-1,7
401,767,70,54.0,6629,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,6,6,1925,1950,0.0,1.0,0.0,0.0,0.0,0.0,3,4,1.0,3,3,0.0,0.0,551.0,0.0,0.0,121.0,672.0,1.0,3,1.0,0.0,697,672,0,1369,1.0,0.0,2,0,3,1,3,6,0.0,0,0.0,1930.0,0.0,1.0,300.0,3,3,0.0,147,0,0,0,0,0,0,7,2009,0.0,103600,2188.0,6,2,-1,7
402,262,20,75.0,10650,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5,6,1976,1976,0.0,1.0,0.0,0.0,0.0,0.0,3,3,0.0,3,4,1.0,0.0,182.0,1.0,712.0,0.0,894.0,1.0,3,0.0,0.0,894,0,0,894,1.0,0.0,1,0,3,1,3,5,0.0,0,0.0,1976.0,0.0,1.0,308.0,3,3,0.0,365,0,0,0,0,0,0,2,2010,0.0,128200,2153.0,4,5,0,9
403,101,160,59.36363636363637,2117,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6,5,2000,2000,0.0,1.0,0.0,0.0,0.0,216.0,4,3,0.0,4,3,0.0,0.0,378.0,0.0,0.0,378.0,756.0,1.0,5,0.0,0.0,769,804,0,1573,0.0,0.0,2,1,3,1,4,5,0.0,0,0.0,2000.0,0.0,2.0,440.0,3,3,0.0,0,32,0,0,0,0,0,6,2010,0.0,177500,2361.0,7,6,0,13
404,48,60,105.0,13650,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,8,5,2002,2002,0.0,1.0,0.0,0.0,0.0,232.0,4,3,0.0,4,3,0.0,0.0,578.0,0.0,0.0,1093.0,1671.0,1.0,5,0.0,0.0,1687,563,0,2250,1.0,0.0,2,1,3,1,4,7,0.0,1,0.0,2002.0,1.0,3.0,756.0,3,3,0.0,238,130,0,0,0,0,0,6,2010,0.0,320000,4289.0,4,7,0,11
405,489,60,42.0,8433,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,6,5,2000,2000,0.0,1.0,0.0,0.0,0.0,0.0,3,3,0.0,4,3,0.0,0.0,683.0,0.0,0.0,111.0,794.0,1.0,5,0.0,0.0,819,695,0,1514,1.0,0.0,2,1,3,1,3,7,0.0,1,0.0,2000.0,1.0,2.0,394.0,3,3,0.0,0,72,0,0,0,0,0,6,2009,0.0,190000,2380.0,4,5,0,9
406,2369,160,21.0,1680,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6,5,1971,1971,0.0,1.0,0.0,0.0,0.0,236.0,3,3,0.0,3,3,0.0,0.0,0.0,0.0,0.0,672.0,672.0,1.0,3,0.0,0.0,672,546,0,1218,0.0,0.0,1,1,3,1,3,7,0.0,0,0.0,1978.7077955601446,0.0,0.0,0.0,3,3,1.0,201,0,0,0,0,0,0,4,2006,0.0,91500,2091.0,5,3,0,8
407,707,190,50.0,6000,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,5,4,1954,1954,0.0,1.0,0.0,0.0,0.0,0.0,3,3,0.0,3,3,0.0,0.0,0.0,0.0,0.0,811.0,811.0,1.0,3,0.0,1.0,811,576,0,1387,0.0,0.0,2,0,3,2,4,7,0.0,0,0.0,1954.0,0.0,1.0,256.0,3,3,0.0,0,0,0,0,0,0,0,11,2009,0.0,93000,2198.0,5,1,0,6
408,1556,70,50.0,8500,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4,4,1920,1950,0.0,1.0,0.0,0.0,0.0,0.0,3,2,1.0,3,3,0.0,0.0,0.0,0.0,0.0,649.0,649.0,1.0,3,1.0,0.0,649,668,0,1317,0.0,0.0,1,0,3,1,3,6,0.0,0,0.0,1920.0,0.0,1.0,250.0,3,2,1.0,0,54,172,0,0,0,0,7,2008,0.0,40000,2192.0,3,1,-1,3
409,2034,70,60.0,6882,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,6,7,1914,2006,0.0,1.0,0.0,0.0,0.0,0.0,3,3,0.0,3,3,0.0,0.0,0.0,0.0,0.0,684.0,684.0,1.0,3,0.0,0.0,773,582,0,1355,0.0,0.0,1,1,3,1,4,7,0.0,0,0.0,1978.7077955601446,0.0,0.0,0.0,3,3,0.0,136,0,115,0,0,0,0,3,2007,0.0,127000,2290.0,5,1,0,6
410,308,30,66.0,8712,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4,7,1896,1950,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0.0,3,3,0.0,0.0,0.0,0.0,0.0,756.0,756.0,1.0,4,0.0,0.0,952,0,0,952,0.0,0.0,1,0,3,1,3,5,0.0,0,0.0,1896.0,0.0,1.0,330.0,3,3,1.0,0,0,265,0,0,0,0,6,2010,0.0,50138,1973.0,3,1,0,4
411,2176,20,73.38502673796792,7917,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,6,7,1976,1976,0.0,1.0,0.0,0.0,0.0,174.0,3,4,0.0,3,4,0.0,0.0,751.0,0.0,0.0,392.0,1143.0,1.0,3,0.0,0.0,1113,0,0,1113,1.0,0.0,1,1,3,1,3,6,0.0,1,0.0,1987.0,0.0,1.0,504.0,3,4,0.0,370,30,0,0,0,0,0,5,2007,0.0,148000,2656.0,4,2,0,6
412,1549,30,71.0,6900,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5,6,1940,1955,0.0,1.0,0.0,0.0,0.0,0.0,3,3,0.0,3,3,0.0,1.0,403.0,0.0,125.0,212.0,740.0,1.0,5,0.0,0.0,778,0,0,778,0.0,0.0,1,0,2,1,3,4,0.0,1,0.0,1966.0,1.0,1.0,924.0,5,5,0.0,0,25,0,0,0,0,0,2,2008,0.0,120500,1543.0,5,1,0,6
413,909,50,60.0,9900,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,6,7,1940,1950,0.0,1.0,0.0,0.0,0.0,0.0,3,3,1.0,3,3,0.0,0.0,0.0,0.0,0.0,778.0,778.0,1.0,3,0.0,0.0,944,545,0,1489,0.0,0.0,2,0,3,1,3,7,0.0,1,0.0,1940.0,0.0,1.0,240.0,3,3,0.0,335,0,0,0,0,0,0,7,2009,0.0,139500,2602.0,4,1,0,5
414,892,20,86.0,13286,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,9,5,2007,2008,0.0,1.0,0.0,0.0,0.0,340.0,5,3,0.0,5,3,0.0,0.0,1234.0,0.0,0.0,464.0,1698.0,1.0,5,0.0,0.0,1698,0,0,1698,1.0,0.0,2,0,3,1,5,8,0.0,1,0.0,2007.0,1.0,3.0,768.0,3,3,0.0,327,64,0,0,0,0,0,2,2009,0.0,320000,3787.0,4,2,0,6
