,Id,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,built_in_SF,built_in_ppsf,land_ppsf,MS Zoning_score,neighborhood_score,access,location_score
487,1285,30,RM,30.0,5232,Pave,IR3,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,5,1925,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,2,3,No,Unf,0.0,Unf,0.0,680.0,680.0,GasA,4,N,FuseP,764,0,0,764,0.0,0.0,1,0,2,1,3,4,Typ,0,Detchd,1965.0,Unf,2.0,504.0,3,3,N,0,0,0,0,0,0,0,6,2008,WD ,73000,1444.0,50.554016620498615,13.952599388379205,5,1,-1,5
488,2400,20,RL,72.0,11846,Pave,IR1,HLS,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,562.0,4,3,PConc,5,3,Gd,GLQ,1567.0,Unf,0.0,225.0,1792.0,GasA,5,Y,SBrkr,1792,0,0,1792,1.0,0.0,2,0,2,1,5,6,Typ,1,Attchd,2003.0,Fin,3.0,874.0,3,3,Y,206,49,0,0,0,0,0,8,2006,WD ,374000,3839.0,97.42120343839541,31.57183859530643,4,7,0,11
489,1068,60,RL,130.0,16900,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,1110.0,4,3,PConc,5,3,Mn,GLQ,1075.0,Unf,0.0,404.0,1479.0,GasA,5,Y,SBrkr,1515,1134,0,2649,1.0,0.0,2,1,4,1,4,10,Typ,1,Attchd,2001.0,Fin,3.0,746.0,3,3,Y,0,60,0,0,0,0,0,1,2008,WD ,421250,4188.0,100.5850047755492,24.92603550295858,4,7,0,11
490,361,60,RL,73.38502673796792,9636,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,No,Unf,0.0,Unf,0.0,808.0,808.0,GasA,4,Y,SBrkr,808,785,0,1593,0.0,0.0,2,1,3,1,3,7,Typ,1,BuiltIn,1993.0,RFn,2.0,389.0,3,3,Y,342,40,0,0,0,0,0,12,2009,WD ,178000,2783.0,63.959755659360404,18.47239518472395,4,5,0,9
491,1493,85,RL,90.0,10012,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,4,5,1972,1972,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,Av,BLQ,920.0,Rec,180.0,38.0,1138.0,GasA,3,Y,SBrkr,1181,0,0,1181,1.0,0.0,2,0,3,1,3,6,Typ,0,Detchd,1974.0,RFn,2.0,588.0,3,3,Y,0,0,180,0,0,0,0,4,2008,WD ,137500,2499.0,55.02200880352141,13.733519776268478,4,2,0,6
492,1110,20,RL,91.0,14303,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1994,Hip,CompShg,HdBoard,HdBoard,BrkFace,554.0,4,3,PConc,4,3,Gd,GLQ,1314.0,Unf,0.0,672.0,1986.0,GasA,5,Y,SBrkr,1987,0,0,1987,1.0,0.0,2,0,2,1,4,7,Typ,1,Attchd,1994.0,Fin,2.0,691.0,3,3,Y,262,36,0,0,0,0,0,8,2008,WD ,301500,4271.0,70.5923671271365,21.07949381248689,4,6,0,10
493,911,70,RL,43.0,5707,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,6,6,1935,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,No,Unf,0.0,Unf,0.0,583.0,583.0,GasA,4,Y,FuseF,647,595,0,1242,0.0,0.0,1,1,3,1,3,6,Typ,1,Detchd,1926.0,Unf,1.0,180.0,2,3,Y,329,96,0,0,0,0,0,3,2009,WD ,105000,2250.0,46.666666666666664,18.398458033993343,4,1,-1,4
494,2535,20,RL,78.0,9360,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,7,1968,2004,Hip,CompShg,HdBoard,HdBoard,BrkFace,203.0,3,3,CBlock,3,3,Av,ALQ,760.0,Unf,0.0,216.0,976.0,GasA,3,Y,SBrkr,976,0,0,976,1.0,0.0,1,0,2,1,4,4,Typ,1,Attchd,1968.0,RFn,2.0,504.0,3,3,Y,94,0,0,0,0,0,0,8,2006,WD ,157500,2046.0,76.97947214076247,16.826923076923077,4,3,-1,6
495,2030,50,RM,40.0,5680,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,3,1901,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,CBlock,3,3,No,Unf,0.0,Unf,0.0,969.0,969.0,GasA,3,N,FuseA,969,245,0,1214,0.0,0.0,1,0,2,1,3,6,Typ,0,Detchd,1920.0,Unf,1.0,216.0,3,3,N,0,0,77,0,0,0,0,9,2007,WD ,117000,2260.0,51.769911504424776,20.598591549295776,5,1,0,6
496,2634,20,RL,70.0,7000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1Story,5,6,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,No,BLQ,468.0,Unf,0.0,396.0,864.0,GasA,4,Y,SBrkr,864,0,0,864,0.0,1.0,1,0,3,1,3,5,Typ,0,Attchd,1962.0,Unf,1.0,336.0,3,3,Y,0,0,0,0,0,0,0,2,2006,WD ,105000,1728.0,60.763888888888886,15.0,4,3,-1,6
497,1530,50,RL,51.0,10480,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,No,Unf,0.0,Unf,0.0,1064.0,1064.0,GasA,5,Y,FuseA,1166,0,473,1639,0.0,0.0,1,0,3,1,3,6,Maj2,0,Detchd,1936.0,Unf,1.0,240.0,3,3,Y,0,0,0,0,0,0,0,3,2008,WD ,115000,2703.0,42.54532001479837,10.973282442748092,4,1,0,5
498,435,20,RL,95.0,11578,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,302.0,5,3,PConc,5,3,No,Unf,0.0,Unf,0.0,1736.0,1736.0,GasA,5,Y,SBrkr,1736,0,0,1736,0.0,0.0,2,0,3,1,5,7,Typ,1,Attchd,2008.0,RFn,3.0,834.0,3,3,Y,319,90,0,0,0,0,0,7,2009,WD ,360000,3881.0,92.75959804174182,31.09345310070824,4,7,0,11
499,812,90,RL,64.0,7018,Pave,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,Slab,3,3,No,GLQ,0.0,Unf,0.0,0.0,0.0,GasA,3,Y,SBrkr,1535,0,0,1535,0.0,0.0,2,0,4,2,3,8,Typ,0,Attchd,1979.0,Unf,2.0,400.0,3,3,Y,0,0,0,0,0,0,0,6,2009,WD ,118858,1535.0,77.43192182410424,16.936164149330292,4,4,0,8
500,1202,60,RL,73.38502673796792,9130,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,2Story,6,8,1966,2000,Hip,CompShg,HdBoard,HdBoard,BrkFace,252.0,3,3,CBlock,3,3,No,GLQ,400.0,Rec,64.0,336.0,800.0,GasA,4,Y,SBrkr,800,832,0,1632,0.0,1.0,1,1,4,1,4,7,Typ,0,Attchd,1966.0,Unf,2.0,484.0,3,3,Y,0,40,0,0,0,0,0,7,2008,WD ,173000,2472.0,69.98381877022653,18.948521358159912,4,3,-1,6
501,666,30,RL,60.0,10800,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,5,1890,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,3,3,No,Unf,0.0,Unf,0.0,630.0,630.0,GasA,3,Y,FuseA,725,0,0,725,0.0,0.0,1,1,1,1,3,4,Typ,0,Detchd,1959.0,Unf,1.0,320.0,3,3,Y,0,30,0,0,0,0,0,11,2009,WD ,78500,1385.0,56.67870036101083,7.268518518518518,4,1,0,5
502,1751,60,RL,62.0,8244,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,No,Unf,0.0,Unf,0.0,840.0,840.0,GasA,5,Y,SBrkr,840,880,0,1720,0.0,0.0,2,1,3,1,4,7,Typ,1,Attchd,2004.0,Fin,2.0,440.0,3,3,Y,100,48,0,0,0,0,0,5,2007,WD ,183500,2708.0,67.76218611521418,22.25861232411451,4,5,0,9
503,705,20,RM,60.0,6000,Pave,Reg,Bnk,AllPub,Inside,Mod,OldTown,Norm,Norm,2fmCon,1Story,4,4,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,CBlock,2,3,No,Unf,0.0,Unf,0.0,936.0,936.0,GasA,3,N,SBrkr,936,0,0,936,0.0,0.0,1,0,2,1,3,4,Min2,0,Detchd,1974.0,Unf,2.0,576.0,3,3,Y,0,32,112,0,0,0,0,2,2009,WD ,93000,2016.0,46.13095238095238,15.5,5,1,0,6
504,1744,120,RL,73.38502673796792,3621,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,72.0,4,3,PConc,4,3,Gd,GLQ,1084.0,Unf,0.0,322.0,1406.0,GasA,5,Y,SBrkr,1589,0,0,1589,1.0,0.0,2,0,2,1,4,7,Typ,1,Attchd,2003.0,Fin,3.0,630.0,3,3,Y,143,20,0,0,0,0,0,11,2007,WD ,226500,3158.0,71.72260924635846,62.55178127589064,4,4,0,8
505,357,60,RL,59.0,7837,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,7,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,No,Unf,0.0,Unf,0.0,799.0,799.0,GasA,4,Y,SBrkr,799,772,0,1571,0.0,0.0,2,1,3,1,3,7,Typ,1,Attchd,1993.0,RFn,2.0,380.0,3,3,Y,0,40,0,0,0,0,0,5,2009,WD ,178000,2410.0,73.85892116182572,22.712772744672705,4,5,0,9
506,2133,20,RL,72.0,10665,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,4,3,PConc,4,3,Av,GLQ,1013.0,Unf,0.0,440.0,1453.0,GasA,5,Y,SBrkr,1479,0,0,1479,1.0,0.0,2,0,3,1,4,7,Typ,0,Attchd,2003.0,RFn,2.0,558.0,3,3,Y,144,29,0,0,0,0,0,6,2007,WD ,226000,3105.0,72.78582930756843,21.190811064228786,4,5,0,9
507,989,60,RL,70.0,10457,Pave,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,2Story,5,7,1969,1969,Gable,CompShg,VinylSd,VinylSd,BrkFace,178.0,4,5,CBlock,3,3,Gd,BLQ,496.0,LwQ,288.0,0.0,784.0,GasA,5,Y,SBrkr,784,848,0,1632,0.0,0.0,1,1,4,1,3,7,Typ,1,Attchd,1969.0,RFn,2.0,898.0,3,3,Y,0,173,368,0,0,0,0,4,2009,WD ,173000,2957.0,58.50524179912073,16.543941857129195,4,3,0,7
508,562,20,RL,60.0,8281,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,No,Rec,553.0,BLQ,311.0,0.0,864.0,GasA,4,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,3,1,3,5,Typ,1,Detchd,1965.0,Unf,1.0,360.0,3,3,Y,0,0,236,0,0,0,0,12,2009,WD ,62383,1964.0,31.763238289205702,7.5332689288733246,4,3,0,7
509,1054,60,RL,67.0,14948,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,268.0,5,3,PConc,5,3,Av,GLQ,1330.0,Unf,0.0,122.0,1452.0,GasA,5,Y,SBrkr,1476,1237,0,2713,1.0,0.0,2,1,3,1,5,11,Typ,1,Attchd,2008.0,Fin,3.0,858.0,3,3,Y,126,66,0,0,0,0,0,11,2008,New,446261,4357.0,102.42391553821437,29.854227990366603,4,7,0,11
510,2850,70,RL,43.0,7000,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,7,8,1926,1997,Gable,CompShg,Wd Sdng,Stucco,None,0.0,3,3,BrkTil,3,3,No,ALQ,424.0,Unf,0.0,200.0,624.0,GasA,5,Y,SBrkr,743,736,0,1479,1.0,0.0,1,0,3,1,4,6,Typ,2,Detchd,1926.0,Unf,1.0,312.0,3,3,Y,530,0,56,0,0,0,0,5,2006,WD ,160000,2689.0,59.50167348456675,22.857142857142858,4,1,-1,4
511,1082,120,RM,53.237113402061865,3940,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,24.0,4,3,PConc,4,3,No,GLQ,1087.0,Unf,0.0,306.0,1393.0,GasA,5,Y,SBrkr,1576,0,0,1576,1.0,0.0,2,0,2,1,4,7,Typ,1,Attchd,2004.0,RFn,3.0,668.0,3,3,Y,143,20,0,0,0,0,0,5,2008,WD ,219990,3132.0,70.23946360153256,55.83502538071066,5,4,0,9
512,1440,20,RL,93.0,9382,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,125.0,4,3,PConc,4,3,No,Unf,0.0,Unf,0.0,1468.0,1468.0,GasA,5,Y,SBrkr,1479,0,0,1479,0.0,0.0,2,0,3,1,4,6,Typ,0,Attchd,1999.0,RFn,2.0,577.0,3,3,Y,120,25,0,0,0,0,0,7,2008,WD ,191000,3092.0,61.77231565329883,20.358132594329568,4,5,0,9
513,2006,40,RL,55.0,6854,Pave,Reg,Bnk,AllPub,Inside,Mod,BrkSide,Norm,Norm,1Fam,1Story,5,7,1925,1994,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,PConc,3,3,No,LwQ,317.0,Rec,227.0,212.0,756.0,GasA,3,N,FuseA,916,144,0,1060,1.0,0.0,1,0,1,1,3,6,Mod,1,Detchd,1969.0,Unf,1.0,308.0,2,3,Y,0,65,0,0,150,0,0,8,2007,WD ,136500,2031.0,67.2082717872969,19.915377881529036,4,2,0,6
514,2082,30,RL,73.38502673796792,11515,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1958,1994,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,Slab,3,3,No,GLQ,0.0,Unf,0.0,0.0,0.0,GasA,3,N,SBrkr,943,0,0,943,0.0,0.0,1,0,3,1,4,5,Min2,0,Detchd,1958.0,Unf,1.0,308.0,3,3,N,0,0,60,0,0,0,0,8,2007,WD ,80000,1003.0,79.76071784646062,6.9474598349978285,4,2,0,6
515,2344,50,RL,73.38502673796792,13837,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1.5Fin,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,178.0,4,4,PConc,4,4,No,GLQ,1002.0,LwQ,202.0,0.0,1204.0,GasA,4,Y,SBrkr,1377,806,0,2183,0.0,0.0,2,1,4,1,4,9,Typ,0,Attchd,1988.0,Unf,3.0,786.0,3,3,Y,0,0,0,0,0,0,0,2,2006,WD ,229000,3387.0,67.61145556539711,16.549830165498303,4,3,0,7
516,248,60,RL,80.0,9938,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,MetalSd,MetalSd,BrkFace,246.0,4,3,PConc,4,3,No,GLQ,750.0,Unf,0.0,300.0,1050.0,GasA,5,Y,SBrkr,1062,887,0,1949,1.0,0.0,2,1,3,1,4,8,Typ,1,Attchd,1993.0,Fin,2.0,574.0,3,3,Y,156,90,0,0,0,0,0,6,2010,WD ,236000,3245.0,72.72727272727273,23.74723284363051,4,4,0,8
517,2276,20,RL,85.0,12633,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,PosA,PosA,1Fam,1Story,10,5,2006,2007,Hip,CompShg,MetalSd,MetalSd,BrkFace,242.0,5,3,PConc,5,3,Gd,Unf,0.0,Unf,0.0,1824.0,1824.0,GasA,5,Y,SBrkr,1824,0,0,1824,0.0,0.0,2,0,3,1,5,8,Typ,1,Attchd,2006.0,Fin,3.0,932.0,3,3,Y,160,36,0,0,108,0,0,9,2007,New,392000,3952.0,99.19028340080972,31.029842476054778,4,5,2,11
518,755,70,RM,57.0,6876,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,6,5,1927,1950,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,2,No,BLQ,522.0,Unf,0.0,198.0,720.0,GasA,2,Y,SBrkr,1146,784,0,1930,1.0,0.0,2,0,4,1,3,8,Typ,0,Attchd,1927.0,Unf,1.0,316.0,3,3,Y,0,0,213,0,0,0,0,8,2009,WD ,149000,2863.0,52.04331121201537,21.669575334496802,5,1,0,6
519,1178,160,FV,36.0,3951,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,10,5,1998,1999,Gable,CompShg,BrkFace,MetalSd,None,0.0,5,3,PConc,4,3,Mn,BLQ,128.0,GLQ,842.0,0.0,970.0,GasA,5,Y,SBrkr,1469,924,0,2393,1.0,0.0,2,1,2,1,5,7,Typ,1,Attchd,1998.0,Fin,2.0,846.0,3,3,Y,0,90,0,0,94,0,0,2,2008,WD ,345000,3547.0,97.26529461516775,87.31966590736522,7,6,0,13
520,2636,70,RM,62.0,9856,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,8,1900,2005,Hip,CompShg,CemntBd,CmentBd,None,0.0,4,4,PConc,2,3,No,Unf,0.0,Unf,0.0,716.0,716.0,GasA,5,Y,FuseA,1007,1007,0,2014,0.0,0.0,2,0,5,1,3,8,Typ,0,Detchd,1900.0,Unf,2.0,624.0,3,3,Y,0,72,167,0,0,0,0,6,2006,WD ,169000,2969.0,56.921522398113844,17.146915584415584,5,1,0,6
521,2077,20,RL,84.0,17808,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,4,5,1946,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,No,Unf,0.0,Unf,0.0,484.0,484.0,GasA,3,N,SBrkr,1242,0,0,1242,0.0,0.0,1,0,2,1,3,4,Mod,0,Attchd,1946.0,Unf,1.0,336.0,3,3,N,0,0,0,0,0,0,0,7,2007,WD ,109900,1726.0,63.673232908458864,6.171383647798742,4,2,-1,5
522,2930,60,RL,74.0,9627,Pave,Reg,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,94.0,3,3,PConc,4,3,Av,LwQ,758.0,Unf,0.0,238.0,996.0,GasA,5,Y,SBrkr,996,1004,0,2000,0.0,0.0,2,1,3,1,3,9,Typ,1,Attchd,1993.0,Fin,3.0,650.0,3,3,Y,190,48,0,0,0,0,0,11,2006,WD ,188000,3234.0,58.13234384662956,19.528409681105224,4,3,0,7
523,737,50,RM,50.0,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,CBlock,3,3,No,Unf,0.0,Unf,0.0,780.0,780.0,GasA,5,Y,FuseF,825,587,0,1412,0.0,0.0,1,0,4,1,3,6,Typ,1,Detchd,1939.0,Unf,1.0,280.0,3,3,Y,45,0,0,0,0,0,0,5,2009,WD ,132500,2237.0,59.23111309789897,22.083333333333332,5,2,0,7
524,837,20,RL,65.0,9757,Pave,Reg,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,7,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,3,3,No,ALQ,755.0,Unf,0.0,235.0,990.0,GasA,5,Y,SBrkr,990,0,0,990,1.0,0.0,1,0,3,1,3,5,Typ,0,Attchd,1995.0,RFn,1.0,440.0,3,3,Y,66,0,0,0,92,0,0,10,2009,WD ,143000,2138.0,66.88493919550982,14.656144306651635,4,5,0,9
525,2086,20,RL,58.0,9280,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,2,3,No,ALQ,557.0,Unf,0.0,785.0,1342.0,GasA,5,Y,SBrkr,1342,0,0,1342,1.0,0.0,1,0,4,1,3,7,Typ,0,Detchd,1951.0,Unf,1.0,256.0,3,3,Y,0,0,0,0,0,0,0,4,2007,WD ,125000,2684.0,46.57228017883756,13.469827586206897,4,2,0,6
526,2385,20,RL,120.0,14780,Pave,IR1,HLS,AllPub,Corner,Mod,NridgHt,Norm,Norm,1Fam,1Story,9,5,2005,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,568.0,5,3,PConc,5,3,Gd,GLQ,1505.0,Unf,0.0,363.0,1868.0,GasA,5,Y,SBrkr,1868,0,0,1868,1.0,0.0,2,0,2,1,5,7,Typ,1,Attchd,2005.0,Fin,3.0,1085.0,3,3,Y,354,56,0,0,156,0,0,6,2006,WD ,415000,4302.0,96.46675964667597,28.078484438430312,4,7,0,11
527,189,70,RM,60.0,7740,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,7,1910,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,2,3,No,Unf,0.0,Unf,0.0,622.0,622.0,GasA,4,Y,SBrkr,741,622,0,1363,0.0,0.0,1,0,3,1,3,6,Typ,0,Detchd,1966.0,Unf,2.0,528.0,3,3,Y,0,0,0,0,168,0,0,6,2010,WD ,125500,2153.0,58.2907570831398,16.214470284237727,5,1,0,6
528,635,20,RL,80.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1958,1988,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,183.0,3,3,CBlock,3,3,No,Rec,620.0,LwQ,620.0,0.0,1240.0,GasA,4,Y,SBrkr,1632,0,0,1632,1.0,0.0,2,0,3,1,3,6,Min1,1,Attchd,1958.0,RFn,1.0,338.0,3,3,Y,289,0,0,0,0,0,0,4,2009,WD ,139000,3161.0,43.97342613097121,14.479166666666666,4,3,-1,6
529,432,60,RL,97.0,13478,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,10,5,2008,2008,Gable,CompShg,CemntBd,CmentBd,Stone,420.0,5,3,PConc,5,3,Gd,GLQ,1338.0,Unf,0.0,384.0,1722.0,GasA,5,Y,SBrkr,1728,568,0,2296,1.0,0.0,2,1,3,1,5,10,Typ,1,BuiltIn,2008.0,RFn,3.0,842.0,3,3,Y,382,274,0,0,0,0,0,6,2009,ConLI,451950,4674.0,96.69448010269576,33.532423208191126,4,7,0,11
530,900,90,RL,65.0,10926,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,1959,1959,Hip,CompShg,VinylSd,VinylSd,BrkFace,74.0,3,3,CBlock,3,3,No,Unf,0.0,Unf,0.0,1678.0,1678.0,GasA,3,Y,SBrkr,1678,0,0,1678,0.0,0.0,2,0,6,2,3,10,Typ,0,Attchd,1978.7077955601446,Unf,0.0,0.0,3,3,Y,0,0,0,0,0,0,0,8,2009,WD ,119900,3356.0,35.727056019070325,10.973823906278602,4,2,0,6
531,966,20,RL,73.38502673796792,6853,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,136.0,4,3,PConc,5,3,No,GLQ,1005.0,Unf,0.0,262.0,1267.0,GasA,5,Y,SBrkr,1296,0,0,1296,1.0,0.0,2,0,2,1,4,6,Typ,0,Attchd,2001.0,Fin,2.0,471.0,3,3,Y,192,25,0,0,0,0,0,6,2009,WD ,220000,2780.0,79.13669064748201,32.102728731942214,4,5,0,9
532,1612,20,RL,85.0,10667,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1971,1971,Gable,CompShg,MetalSd,MetalSd,BrkFace,302.0,3,3,CBlock,3,3,No,BLQ,838.0,Unf,0.0,749.0,1587.0,GasA,3,Y,SBrkr,1587,0,0,1587,0.0,0.0,2,0,3,1,3,7,Typ,1,Attchd,1971.0,Unf,2.0,525.0,3,3,Y,0,44,0,0,0,0,0,3,2007,WD ,167300,3218.0,51.98881292728403,15.683884878597544,4,3,0,7
533,904,50,RL,45.0,8212,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,No,Rec,626.0,Unf,0.0,94.0,720.0,GasA,5,Y,SBrkr,854,444,0,1298,0.0,0.0,1,0,3,1,3,6,Typ,2,Detchd,1940.0,Unf,1.0,256.0,3,3,Y,84,0,0,0,0,0,0,9,2009,WD ,122000,2102.0,58.03996194100856,14.856307842182172,4,2,0,6
